date,year,season,month,day,holiday,workday,weather,celsius_actual,celsius_feelslike,humidity,windspeed,num_riders
2011-07-02,2011,Summer,7,Saturday,FALSE,FALSE,Clear,30.271653,33.3654,44.4583,7.709154,5119
2011-07-03,2011,Summer,7,Sunday,FALSE,FALSE,Cloudy,29.383347,33.42875,68.25,15.333486,4649
2011-07-04,2011,Summer,7,Monday,TRUE,FALSE,Cloudy,29.793347,33.27085,63.7917,5.4591064,6043
2011-07-05,2011,Summer,7,Tuesday,FALSE,TRUE,Clear,30.613347,34.8169,59.0417,8.459286,4665
2011-07-06,2011,Summer,7,Wednesday,FALSE,TRUE,Clear,29.52,34.28165,74.3333,10.042161,4629
2011-07-07,2011,Summer,7,Thursday,FALSE,TRUE,Clear,30.75,34.34355,65.125,10.6664,4592
2011-07-08,2011,Summer,7,Friday,FALSE,TRUE,Cloudy,29.075847,33.52415,75.7917,15.083643,4040
2011-07-09,2011,Summer,7,Saturday,FALSE,FALSE,Clear,30.066653,33.2079,60.9167,11.250104,5336
2011-07-10,2011,Summer,7,Sunday,FALSE,FALSE,Clear,30.6475,34.50125,57.8333,12.292557,4881
2011-07-11,2011,Summer,7,Monday,FALSE,TRUE,Clear,31.2625,36.4902,63.5833,18.916579,4086
2011-07-12,2011,Summer,7,Tuesday,FALSE,TRUE,Clear,32.560847,36.96375,55.9167,13.417018,4258
2011-07-13,2011,Summer,7,Wednesday,FALSE,TRUE,Clear,30.613347,34.4702,63.1667,9.790911,4342
2011-07-14,2011,Summer,7,Thursday,FALSE,TRUE,Clear,27.914153,31.7552,47.625,16.124689,5084
2011-07-15,2011,Summer,7,Friday,FALSE,TRUE,Clear,27.196653,31.21855,59.125,12.249811,5538
2011-07-16,2011,Summer,7,Saturday,FALSE,FALSE,Clear,28.153347,31.91315,58.5,13.958914,5923
2011-07-17,2011,Summer,7,Sunday,FALSE,FALSE,Clear,29.485847,33.49165,60.4167,16.417211000000002,5302
2011-07-18,2011,Summer,7,Monday,FALSE,TRUE,Clear,30.613347,35.19625,65.125,14.458868,4458
2011-07-19,2011,Summer,7,Tuesday,FALSE,TRUE,Clear,31.843347,37.37395,65.0417,8.7502,4541
2011-07-20,2011,Summer,7,Wednesday,FALSE,TRUE,Clear,31.501653,37.3425,70.7083,7.625739,4332
2011-07-21,2011,Summer,7,Thursday,FALSE,TRUE,Cloudy,33.415,41.31855,69.125,14.875407,3784
2011-07-22,2011,Summer,7,Friday,FALSE,TRUE,Clear,34.781653,42.0448,58.0417,8.9177,3387
2011-07-23,2011,Summer,7,Saturday,FALSE,FALSE,Clear,34.815847,40.21435,50,8.791807,3285
2011-07-24,2011,Summer,7,Sunday,FALSE,FALSE,Clear,34.03,39.74145,55.0833,11.334457,3606
2011-07-25,2011,Summer,7,Monday,FALSE,TRUE,Clear,30.476653,36.0479,75.7083,6.0841561,3840
2011-07-26,2011,Summer,7,Tuesday,FALSE,TRUE,Clear,31.638347,34.84895,54.0833,13.417286,4590
2011-07-27,2011,Summer,7,Wednesday,FALSE,TRUE,Clear,31.775,34.53335,40.2917,12.292021,4656
2011-07-28,2011,Summer,7,Thursday,FALSE,TRUE,Clear,31.945847,36.995,58.3333,11.958093,4390
2011-07-29,2011,Summer,7,Friday,FALSE,TRUE,Clear,34.371653,39.29835,54.25,11.667246,3846
2011-07-30,2011,Summer,7,Saturday,FALSE,FALSE,Clear,32.970847,36.42685,46.5833,11.291979,4475
2011-07-31,2011,Summer,7,Sunday,FALSE,FALSE,Clear,33.039153,36.4898,48.0833,11.042471,4302
2011-08-01,2011,Summer,8,Monday,FALSE,TRUE,Clear,31.638347,35.1646,55.0833,10.500039,4266
2011-08-02,2011,Summer,8,Tuesday,FALSE,TRUE,Clear,32.116653,35.35355,49.125,13.79195,4845
2011-08-03,2011,Summer,8,Wednesday,FALSE,TRUE,Cloudy,29.998347,33.99685,65.75,9.084061,3574
2011-08-04,2011,Summer,8,Thursday,FALSE,TRUE,Cloudy,29.11,33.2394,75.75,13.20905,4576
2011-08-05,2011,Summer,8,Friday,FALSE,TRUE,Clear,29.144153,32.82835,63.0833,12.374632,4866
2011-08-06,2011,Summer,8,Saturday,FALSE,FALSE,Cloudy,29.383347,33.8077,75.5,15.29275,4294
2011-08-07,2011,Summer,8,Sunday,FALSE,FALSE,Clear,30.4425,35.7646,75.2917,13.499629,3785
2011-08-08,2011,Summer,8,Monday,FALSE,TRUE,Clear,31.365,35.16415,59.2083,12.875725,4326
2011-08-09,2011,Summer,8,Tuesday,FALSE,TRUE,Clear,31.775,36.20605,57.0417,10.125107,4602
2011-08-10,2011,Summer,8,Wednesday,FALSE,TRUE,Clear,31.433347,34.24915,42.4167,13.417286,4780
2011-08-11,2011,Summer,8,Thursday,FALSE,TRUE,Clear,29.4175,32.57605,42.375,11.041332,4792
2011-08-12,2011,Summer,8,Friday,FALSE,TRUE,Clear,29.041653,32.7021,41.5,8.416607,4905
2011-08-13,2011,Summer,8,Saturday,FALSE,FALSE,Cloudy,28.119153,32.2929,72.9583,14.167418,4150
2011-08-14,2011,Summer,8,Sunday,FALSE,FALSE,Cloudy,27.743347,31.2194,81.75,14.916411,3820
2011-08-15,2011,Summer,8,Monday,FALSE,TRUE,Clear,27.299153,30.80835,71.2083,13.999918,4338
2011-08-16,2011,Summer,8,Tuesday,FALSE,TRUE,Clear,28.734153,32.29185,57.8333,15.834043,4725
2011-08-17,2011,Summer,8,Wednesday,FALSE,TRUE,Clear,29.656653,33.33355,57.5417,9.625689,4694
2011-08-18,2011,Summer,8,Thursday,FALSE,TRUE,Clear,29.178347,33.1129,65.4583,15.624936,3805
2011-08-19,2011,Summer,8,Friday,FALSE,TRUE,Cloudy,28.085,31.66105,72.2917,9.333636,4153
2011-08-20,2011,Summer,8,Saturday,FALSE,FALSE,Clear,28.5975,32.4498,67.4167,6.999289,5191
2011-08-21,2011,Summer,8,Sunday,FALSE,FALSE,Clear,29.144153,33.77625,77,16.666518,3873
2011-08-22,2011,Summer,8,Monday,FALSE,TRUE,Clear,28.358347,31.9127,47,18.54225,4758
2011-08-23,2011,Summer,8,Tuesday,FALSE,TRUE,Clear,26.274153,30.30335,45.5417,9.833121,5895
2011-08-24,2011,Summer,8,Wednesday,FALSE,TRUE,Clear,27.606653,31.5346,60.5,16.958236,5130
2011-08-25,2011,Summer,8,Thursday,FALSE,TRUE,Cloudy,28.050847,32.2927,77.1667,14.125811,3542
2011-08-26,2011,Summer,8,Friday,FALSE,TRUE,Clear,28.7,32.98665,76.125,5.6254875,4661
2011-08-27,2011,Summer,8,Saturday,FALSE,FALSE,Cloudy,27.88,31.7778,85,25.166339,1115
2011-08-28,2011,Summer,8,Sunday,FALSE,FALSE,Clear,28.989419,32.39795,56.1765,20.412153,4334
2011-08-29,2011,Summer,8,Monday,FALSE,TRUE,Clear,26.103347,30.3979,55.4583,10.708275,4634
2011-08-30,2011,Summer,8,Tuesday,FALSE,TRUE,Clear,26.205847,29.7352,54.8333,8.375536,5204
2011-08-31,2011,Summer,8,Wednesday,FALSE,TRUE,Clear,26.923347,30.55605,59.7917,5.5833311,5058
2011-09-01,2011,Summer,9,Thursday,FALSE,TRUE,Clear,26.855,30.74605,63.9167,9.500332,5115
2011-09-02,2011,Summer,9,Friday,FALSE,TRUE,Cloudy,26.376653,30.2404,72.7083,9.375243,4727
2011-09-03,2011,Summer,9,Saturday,FALSE,FALSE,Clear,27.435847,31.66065,71.6667,12.416775,4484
2011-09-04,2011,Summer,9,Sunday,FALSE,FALSE,Clear,29.075847,33.27145,74.2083,13.833289,4940
2011-09-05,2011,Summer,9,Monday,TRUE,FALSE,Cloudy,27.606653,31.2823,79.0417,14.250632,3351
2011-09-06,2011,Summer,9,Tuesday,FALSE,TRUE,Light precip,22.14,25.76,88.6957,23.044181,2710
2011-09-07,2011,Summer,9,Wednesday,FALSE,TRUE,Light precip,24.565847,27.21145,91.7083,6.5003936,1996
2011-09-08,2011,Summer,9,Thursday,FALSE,TRUE,Light precip,25.990433,27.76805,93.9565,12.914116,1842
2011-09-09,2011,Summer,9,Friday,FALSE,TRUE,Cloudy,26.65,28.9473,89.7917,8.333393,3544
2011-09-10,2011,Summer,9,Saturday,FALSE,FALSE,Clear,27.06,30.3981,75.375,10.291736,5345
2011-09-11,2011,Summer,9,Sunday,FALSE,FALSE,Clear,26.786653,30.46145,71.375,7.708618,5046
2011-09-12,2011,Summer,9,Monday,FALSE,TRUE,Clear,26.418268,30.1065,69.2174,5.957171,4713
2011-09-13,2011,Summer,9,Tuesday,FALSE,TRUE,Clear,26.684153,30.1777,71.25,9.500868,4763
2011-09-14,2011,Summer,9,Wednesday,FALSE,TRUE,Clear,27.606653,31.345,69.7083,11.2091,4785
2011-09-15,2011,Summer,9,Thursday,FALSE,TRUE,Cloudy,23.6775,27.68355,70.9167,18.166782,3659
2011-09-16,2011,Summer,9,Friday,FALSE,TRUE,Cloudy,19.235847,23.07375,59.0417,11.000261,4760
2011-09-17,2011,Summer,9,Saturday,FALSE,FALSE,Cloudy,20.158347,23.9256,71.8333,12.708225,4511
2011-09-18,2011,Summer,9,Sunday,FALSE,FALSE,Clear,20.8075,24.52685,69.5,11.958361,4274
2011-09-19,2011,Summer,9,Monday,FALSE,TRUE,Cloudy,22.515847,26.48375,69,10.166714,4539
2011-09-20,2011,Summer,9,Tuesday,FALSE,TRUE,Cloudy,23.028347,26.61085,88.125,9.041918,3641
2011-09-21,2011,Summer,9,Wednesday,FALSE,TRUE,Cloudy,24.395,27.52665,90,6.4590814,4352
2011-09-22,2011,Summer,9,Thursday,FALSE,TRUE,Cloudy,25.761653,27.74815,90.2083,8.584375,4795
2011-09-23,2011,Fall,9,Friday,FALSE,TRUE,Cloudy,24.975847,26.10625,97.25,5.2505689,2395
2011-09-24,2011,Fall,9,Saturday,FALSE,FALSE,Cloudy,24.873347,28.2206,86.25,5.2516811,5423
2011-09-25,2011,Fall,9,Sunday,FALSE,FALSE,Cloudy,26.000847,28.63185,84.5,3.3754064,5010
2011-09-26,2011,Fall,9,Monday,FALSE,TRUE,Cloudy,26.615847,29.4521,84.8333,7.4169,4630
2011-09-27,2011,Fall,9,Tuesday,FALSE,TRUE,Cloudy,26.103347,28.72625,88.5417,7.917457,4120
2011-09-28,2011,Fall,9,Wednesday,FALSE,TRUE,Cloudy,26.035,28.7579,84.875,9.958143,3907
2011-09-29,2011,Fall,9,Thursday,FALSE,TRUE,Clear,25.283347,28.7256,69.9167,11.583161,4839
2011-09-30,2011,Fall,9,Friday,FALSE,TRUE,Clear,23.130847,27.24145,64.75,13.833825,5202
2011-10-01,2011,Fall,10,Saturday,FALSE,FALSE,Cloudy,16.81,20.64315,75.375,19.583832,2429
2011-10-02,2011,Fall,10,Sunday,FALSE,FALSE,Cloudy,14.623347,17.26585,79.1667,14.874871,2918
2011-10-03,2011,Fall,10,Monday,FALSE,TRUE,Cloudy,15.750847,19.6023,76.0833,5.5841686,3570
2011-10-04,2011,Fall,10,Tuesday,FALSE,TRUE,Clear,19.850847,23.6429,71,13.792218,4456
2011-10-05,2011,Fall,10,Wednesday,FALSE,TRUE,Clear,22.071653,26.3569,64.7917,11.87575,4826
2011-10-06,2011,Fall,10,Thursday,FALSE,TRUE,Clear,20.260847,24.02125,62.0833,9.041918,4765
2011-10-07,2011,Fall,10,Friday,FALSE,TRUE,Clear,20.944153,25.2202,68.4167,1.5002439,4985
2011-10-08,2011,Fall,10,Saturday,FALSE,FALSE,Clear,21.388347,25.6621,70.125,3.0420814,5409
2011-10-09,2011,Fall,10,Sunday,FALSE,FALSE,Clear,22.174153,26.19915,72.75,4.25115,5511
2011-10-10,2011,Fall,10,Monday,TRUE,FALSE,Clear,23.404153,27.14625,73.375,2.8343814,5117
2011-10-11,2011,Fall,10,Tuesday,FALSE,TRUE,Cloudy,23.233347,27.3048,80.875,9.583814,4563
2011-10-12,2011,Fall,10,Wednesday,FALSE,TRUE,Light precip,22.276653,25.88585,90.625,16.62605,2416
2011-10-13,2011,Fall,10,Thursday,FALSE,TRUE,Cloudy,24.155847,27.5902,89.6667,9.499729,2913
2011-10-14,2011,Fall,10,Friday,FALSE,TRUE,Cloudy,22.584153,26.48375,71.625,15.000161,3644
2011-10-15,2011,Fall,10,Saturday,FALSE,FALSE,Clear,20.773347,24.93625,48.3333,17.291561,5217
2011-10-16,2011,Fall,10,Sunday,FALSE,FALSE,Clear,20.978347,25.1577,48.6667,18.875039,5041
2011-10-17,2011,Fall,10,Monday,FALSE,TRUE,Clear,21.900847,25.53625,57.9583,11.750393,4570
2011-10-18,2011,Fall,10,Tuesday,FALSE,TRUE,Cloudy,21.8325,26.13605,70.1667,7.375829,4748
2011-10-19,2011,Fall,10,Wednesday,FALSE,TRUE,Light precip,22.211299,25.6924,89.5217,16.303713,2424
2011-10-20,2011,Fall,10,Thursday,FALSE,TRUE,Clear,19.509153,23.32625,63.625,28.292425,4195
2011-10-21,2011,Fall,10,Friday,FALSE,TRUE,Clear,17.5275,21.1798,57.4167,14.833532,4304
2011-10-22,2011,Fall,10,Saturday,FALSE,FALSE,Clear,17.3225,21.2746,62.9167,6.2086689,4308
2011-10-23,2011,Fall,10,Sunday,FALSE,FALSE,Clear,17.288347,21.11665,74.125,6.6673375,4381
2011-10-24,2011,Fall,10,Monday,FALSE,TRUE,Clear,18.996653,22.85335,77.2083,7.959064,4187
2011-10-25,2011,Fall,10,Tuesday,FALSE,TRUE,Clear,19.338347,23.16875,62.2917,11.166086,4687
2011-10-26,2011,Fall,10,Wednesday,FALSE,TRUE,Cloudy,19.850847,23.6423,72.0417,9.959014,3894
2011-10-27,2011,Fall,10,Thursday,FALSE,TRUE,Cloudy,19.27,22.8523,81.2917,13.250121,2659
2011-10-28,2011,Fall,10,Friday,FALSE,TRUE,Cloudy,13.564153,15.9406,58.5833,15.375093,3747
2011-10-29,2011,Fall,10,Saturday,FALSE,FALSE,Light precip,10.420847,11.39565,88.25,23.541857,627
2011-10-30,2011,Fall,10,Sunday,FALSE,FALSE,Clear,13.085847,16.06645,62.375,11.833339,3331
2011-10-31,2011,Fall,10,Monday,FALSE,TRUE,Clear,13.94,17.80315,70.3333,7.12545,3669
2011-11-01,2011,Fall,11,Tuesday,FALSE,TRUE,Clear,16.434153,19.8544,68.375,9.083257,4068
2011-11-02,2011,Fall,11,Wednesday,FALSE,TRUE,Clear,15.4775,19.50665,71.875,5.5001439,4186
2011-11-03,2011,Fall,11,Thursday,FALSE,TRUE,Clear,16.741653,20.29605,70.2083,9.166739,3974
2011-11-04,2011,Fall,11,Friday,FALSE,TRUE,Cloudy,16.536653,20.1696,62.25,18.209193,4046
2011-11-05,2011,Fall,11,Saturday,FALSE,FALSE,Clear,13.393347,16.1927,51.9167,12.667154,3926
2011-11-06,2011,Fall,11,Sunday,FALSE,FALSE,Clear,14.281653,18.1179,73.4583,6.1676314,3649
2011-11-07,2011,Fall,11,Monday,FALSE,TRUE,Clear,16.195,20.04355,75.875,3.834075,4035
2011-11-08,2011,Fall,11,Tuesday,FALSE,TRUE,Clear,16.741653,20.6123,72.1667,4.6255125,4205
2011-11-09,2011,Fall,11,Wednesday,FALSE,TRUE,Clear,16.4,20.45395,75.8333,4.1671186,4109
2011-11-10,2011,Fall,11,Thursday,FALSE,TRUE,Cloudy,15.58,18.68605,81.3333,12.667489,2933
2011-11-11,2011,Fall,11,Friday,TRUE,FALSE,Clear,13.290847,15.34085,44.625,21.083225,3368
2011-11-12,2011,Fall,11,Saturday,FALSE,FALSE,Clear,14.623347,17.8971,55.2917,14.208154,4067
2011-11-13,2011,Fall,11,Sunday,FALSE,FALSE,Clear,18.074153,21.5275,45.8333,18.875307,3717
2011-11-14,2011,Fall,11,Monday,FALSE,TRUE,Clear,21.73,26.2306,58.7083,20.541932,4486
2011-11-15,2011,Fall,11,Tuesday,FALSE,TRUE,Cloudy,21.73,25.37895,68.875,13.375411,4195
2011-11-16,2011,Fall,11,Wednesday,FALSE,TRUE,Light precip,18.723347,22.5994,93,9.167543,1817
2011-11-17,2011,Fall,11,Thursday,FALSE,TRUE,Cloudy,14.008347,16.16105,57.5833,20.459254,3053
2011-11-18,2011,Fall,11,Friday,FALSE,TRUE,Clear,11.240847,13.63605,41,11.291711,3392
2011-11-19,2011,Fall,11,Saturday,FALSE,FALSE,Clear,13.495847,16.22415,50.2083,15.041232,3663
2011-11-20,2011,Fall,11,Sunday,FALSE,FALSE,Cloudy,18.996653,22.8529,68.4583,12.45865,3520
2011-11-21,2011,Fall,11,Monday,FALSE,TRUE,Light precip,18.3475,22.2531,91,9.249618,2765
2011-11-22,2011,Fall,11,Tuesday,FALSE,TRUE,Light precip,17.083347,21.0848,96.25,7.959064,1607
2011-11-23,2011,Fall,11,Wednesday,FALSE,TRUE,Cloudy,18.074153,21.52685,75.7917,22.500275,2566
2011-11-24,2011,Fall,11,Thursday,TRUE,FALSE,Clear,15.306653,18.62355,54.9167,11.209368,1495
2011-11-25,2011,Fall,11,Friday,FALSE,TRUE,Clear,15.375,19.03355,64.375,6.6260186,2792
2011-11-26,2011,Fall,11,Saturday,FALSE,FALSE,Clear,15.409153,19.25435,68.1667,4.5841936,3068
2011-11-27,2011,Fall,11,Sunday,FALSE,FALSE,Clear,18.825847,22.79,69.8333,13.999918,3071
2011-11-28,2011,Fall,11,Monday,FALSE,TRUE,Clear,20.642598,24.5061,74.3043,9.522174,3867
2011-11-29,2011,Fall,11,Tuesday,FALSE,TRUE,Cloudy,18.791653,22.56875,83.0833,17.292164,2914
2011-11-30,2011,Fall,11,Wednesday,FALSE,TRUE,Clear,13.325,15.56105,61.3333,18.167586,3613
2011-12-01,2011,Fall,12,Thursday,FALSE,TRUE,Clear,12.8125,15.2777,52.4583,14.750586,3727
2011-12-02,2011,Fall,12,Friday,FALSE,TRUE,Clear,12.880847,16.57165,62.5833,6.750518,3940
2011-12-03,2011,Fall,12,Saturday,FALSE,FALSE,Clear,12.265847,15.5302,61.2917,6.4174811,3614
2011-12-04,2011,Fall,12,Sunday,FALSE,FALSE,Clear,13.564153,17.455,77.5833,5.6252061,3485
2011-12-05,2011,Fall,12,Monday,FALSE,TRUE,Cloudy,15.819153,19.69625,82.7083,4.1679561,3811
2011-12-06,2011,Fall,12,Tuesday,FALSE,TRUE,Light precip,18.9625,22.82,94.9583,15.583061,2594
2011-12-07,2011,Fall,12,Wednesday,FALSE,TRUE,Light precip,16.81,20.0123,97.0417,17.833725,705
2011-12-08,2011,Fall,12,Thursday,FALSE,TRUE,Clear,10.899153,12.8469,58,16.083886,3322
2011-12-09,2011,Fall,12,Friday,FALSE,TRUE,Clear,11.924153,15.8771,69.5833,5.5420189,3620
2011-12-10,2011,Fall,12,Saturday,FALSE,FALSE,Clear,11.275,13.3206,50.75,15.625807,3190
2011-12-11,2011,Fall,12,Sunday,FALSE,FALSE,Clear,9.054153,12.6577,49,4.4582939,2743
2011-12-12,2011,Fall,12,Monday,FALSE,TRUE,Clear,9.771653,13.5098,67.0833,4.25115,3310
2011-12-13,2011,Fall,12,Tuesday,FALSE,TRUE,Clear,11.5825,15.0569,59,9.41685,3523
2011-12-14,2011,Fall,12,Wednesday,FALSE,TRUE,Cloudy,13.0175,16.9181,66.375,4.0842061,3740
2011-12-15,2011,Fall,12,Thursday,FALSE,TRUE,Cloudy,17.3225,20.61185,63.4167,17.958814,3709
2011-12-16,2011,Fall,12,Friday,FALSE,TRUE,Cloudy,15.375,17.99125,50.0417,17.458525,3577
2011-12-17,2011,Fall,12,Saturday,FALSE,FALSE,Cloudy,10.591653,12.46855,56.0833,16.292189,2739
2011-12-18,2011,Fall,12,Sunday,FALSE,FALSE,Clear,9.771653,12.27895,58.625,11.375193,2431
2011-12-19,2011,Fall,12,Monday,FALSE,TRUE,Clear,11.343347,14.04665,63.75,11.584032,3403
2011-12-20,2011,Fall,12,Tuesday,FALSE,TRUE,Cloudy,15.819153,19.8227,59.5417,4.1252436,3750
2011-12-21,2011,Winter,12,Wednesday,FALSE,TRUE,Cloudy,17.561653,21.40085,85.8333,14.8338,2660
2011-12-22,2011,Winter,12,Thursday,FALSE,TRUE,Cloudy,17.356653,21.30605,75.75,3.167425,3068
2011-12-23,2011,Winter,12,Friday,FALSE,TRUE,Clear,15.306653,18.87565,68.625,18.374482,2209
2011-12-24,2011,Winter,12,Saturday,FALSE,FALSE,Clear,12.4025,14.9621,54.25,12.750368,1011
2011-12-25,2011,Winter,12,Sunday,FALSE,FALSE,Clear,11.266103,13.99805,68.1304,10.391097,754
2011-12-26,2011,Winter,12,Monday,TRUE,FALSE,Clear,13.191299,15.77675,50.6957,16.044155,1317
2011-12-27,2011,Winter,12,Tuesday,FALSE,TRUE,Cloudy,13.325,16.38165,76.25,12.62615,1162
2011-12-28,2011,Winter,12,Wednesday,FALSE,TRUE,Clear,12.26433,13.9987,50.3913,19.695387,2302
2011-12-29,2011,Winter,12,Thursday,FALSE,TRUE,Clear,10.181653,13.1946,57.4167,8.000604,2423
2011-12-30,2011,Winter,12,Friday,FALSE,TRUE,Clear,12.778347,15.9406,63.6667,9.000579,2999
2011-12-31,2011,Winter,12,Saturday,FALSE,FALSE,Clear,16.81,20.70605,61.5833,14.750318,2485
